PM2.5 AQI Value,AQI Category,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
62,Moderate,7.6,13.9,1.1,1021.3,97,0,9.3,4.3,13,-,o,,,o
46,Good,11.9,16.1,10,1014.4,87,2.29,11.6,14.6,24.1,31.7,,,,o
29,Good,7,12.2,0.6,1021.3,62,0,16.1,10,18.3,-,,,,
25,Good,,,,,,,,,,,,,,
10,Good,,,,,,,,,,,,,,
8,Good,,,,,,,,,,,o,,,
29,Good,9.6,16.1,4.4,1012.1,82,38.86,15.9,12.6,25.9,29.4,,,,
22,Good,12.2,18.9,4.4,1007.8,82,0,15.1,15.6,31.7,50,o,,,
8,Good,6.6,18.9,2.2,1004.5,58,1.52,16.1,15.2,33.5,40.7,,,,
15,Good,,,,,,,,,,,,,,
26,Good,,,,,,,,,,,,,,
54,Moderate,,,,,,,,,,,o,,,
40,Good,10.5,13.3,1.7,1019.4,84,0.25,15.3,9.3,20.6,-,o,,,
10,Good,16.5,20.6,8.3,1007.2,95,3.05,14,14.8,25.9,29.4,o,,,o
30,Good,17.9,21.7,11.7,1007.5,71,0.76,15.9,15.6,25.9,40.7,o,,,
12,Good,,,,,,,,,,,,,,
21,Good,,,,,,,,,,,o,o,,
30,Good,,,,,,,,,,,,o,,
32,Good,3.7,8.9,-3.3,1028.2,67,0,16.1,8.9,24.1,31.7,,,,
21,Good,2.8,8.9,-1.1,1032.2,64,0,16.1,9.4,16.5,-,,,,
27,Good,4.8,7,2.8,1027.8,75,0,11.9,20.9,46.5,61.1,o,,,
51,Moderate,,,,,,,,,,,o,,,
53,Moderate,,,,,,,,,,,,,,
46,Good,,,,,,,,,,,,,,
55,Moderate,2.8,5,0,1024.3,80,0,16.1,4.8,9.4,-,,,,
33,Good,6.4,12.8,-2.2,1027.4,89,0.25,15,5.4,13,-,o,,,
3,Good,15.7,18.3,12.2,1016.4,98,23.62,8.2,13,33.5,44.6,o,,,o
16,Good,,,,,,,,,,,o,,,o
14,Good,,,,,,,,,,,,,,
28,Good,,,,,,,,,,,,,,
52,Moderate,2,9.4,-3.9,1022.5,75,0,16.1,3.3,13,-,,,,
9,Good,10,16.7,-3.9,1016.9,95,0.25,11.9,11.5,29.4,48.2,o,,,
22,Good,16.9,18.9,15.6,995.9,89,13.97,15.3,18.7,33.5,46.5,o,,,
9,Good,,,,,,,,,,,o,,,
25,Good,,,,,,,,,,,,,,
25,Good,,,,,,,,,,,o,,,
54,Moderate,2.4,11.1,-3.3,1026.6,74,0,16.1,4.8,14.8,-,,,,
45,Good,2.1,7.8,-3.3,1032.3,71,0,16.1,4.1,14.8,-,,,,
39,Good,3.8,11.7,-2.8,1034.1,81,0,16.1,9.3,24.1,33.5,,,,
17,Good,,,,,,,,,,,o,,,
18,Good,,,,,,,,,,,o,,,
22,Good,,,,,,,,,,,,,,
23,Good,9.9,15,3.9,1023.3,93,2.03,15.6,8.1,14.8,-,o,,,
26,Good,18.9,22.8,12.8,1015.3,75,2.03,16.1,23,37,50,o,,,
11,Good,8.9,11.7,7.2,1023.8,73,0,16.1,13,18.3,-,o,,,
26,Good,9.6,11.7,6.7,1016.5,92,6.35,15.4,9.6,16.5,-,o,,,
15,Good,,,,,,,,,,,o,,,
18,Good,,,,,,,,,,,o,,,
20,Good,,,,,,,,,,,,,,
11,Good,6,7.8,4.4,1028.4,64,0,16.1,13.5,22.2,33.5,,,,
23,Good,10.9,18.3,3.9,1019,83,3.56,16.1,12.6,25.9,35.2,o,,,
15,Good,11.7,18.3,7.2,1008.4,47,0,16.1,20,29.4,46.5,,,,
15,Good,,,,,,,,,,,,,,
27,Good,,,,,,,,,,,,,,
28,Good,,,,,,,,,,,,,,
4,Good,5.4,7.2,-3.3,1024.2,94,5.59,10.5,20.2,31.7,48.2,o,o,,
20,Good,1.8,7.2,-0.6,1021.3,87,25.4,12.6,26.1,37,57.6,o,o,,
49,Good,0.9,5.6,-2.2,1022.6,76,0.25,16.1,9.8,22.2,33.5,,,,
41,Good,,,,,,,,,,,,,,
18,Good,,,,,,,,,,,,,,
42,Good,,,,,,,,,,,,,,
18,Good,7.7,11.1,2.2,1020,81,0,16.1,15,25.9,37,,,,
15,Good,12.4,17.8,1.1,999.7,84,5.59,15.3,23.5,48.2,74.1,o,,,
12,Good,-4.1,0,-7.2,1022.1,36,4.32,16.1,31.3,46.5,59.4,,,,
18,Good,,,,,,,,,,,,,,
13,Good,,,,,,,,,,,,,,
11,Good,,,,,,,,,,,o,,,
18,Good,4.3,7.8,-1.1,1016.7,65,24.89,16.1,9.1,18.3,-,,,,
32,Good,1.9,9.4,-5.6,1023.7,61,0,16.1,5.4,18.3,-,,,,
43,Good,3.6,10.6,-5.6,1020.6,62,0,16.1,6.1,16.5,-,,,,
28,Good,,,,,,,,,,,,,,
34,Good,,,,,,,,,,,,,,
22,Good,,,,,,,,,,,o,,,
14,Good,-3.6,6.7,-7.2,1028.9,43,0,16.1,14.6,22.2,37,,,,
36,Good,1.6,11.1,-7.2,1028.8,58,0,16.1,8.3,25.9,35.2,,,,
62,Moderate,1.2,11.1,-4.4,1027.6,79,0,15.8,9.8,20.6,-,,,,
48,Good,5.8,17.8,-3.9,1021.8,73,0,14.2,3.7,16.5,-,,,,o
38,Good,,,,,,,,,,,,,,
52,Moderate,,,,,,,,,,,,,,
40,Good,,,,,,,,,,,,,,
52,Moderate,17.3,23.9,6.1,1016.7,77,0,15.3,14.1,22.2,37,o,,,
36,Good,17.7,26.1,10,1016.4,67,0,15.9,17.2,31.7,44.6,,,,
13,Good,3.9,10,0,1034.6,46,0,16.1,21.5,33.5,53.5,,,,
18,Good,,,,,,,,,,,,,,
15,Good,,,,,,,,,,,o,,,
11,Good,,,,,,,,,,,o,,,o
12,Good,10.8,18.3,5,1010,53,0.25,15.8,21.7,35.2,57.6,o,,,
17,Good,6.3,12.8,-1.1,1018.8,44,0,16.1,10.9,20.6,-,,,,
24,Good,14.6,21.1,7.8,1012.5,47,0,16.1,20.7,35.2,53.5,,,,
22,Good,,,,,,,,,,,o,,,
26,Good,,,,,,,,,,,o,,,
16,Good,,,,,,,,,,,o,,,
17,Good,4.3,15.6,1.7,1032.9,49,0.25,16.1,17.8,24.1,35.2,,,,
18,Good,4.7,10,1.7,1032,65,0,10.6,13.3,25.9,38.9,o,,,
15,Good,9.1,13.9,2.8,1017.9,96,7.87,9.8,12,22.2,-,o,,o,o
21,Good,,,,,,,,,,,o,,,o
35,Good,,,,,,,,,,,o,,,
8,Good,,,,,,,,,,,o,,,o
14,Good,10.7,18.9,5.6,1016.3,24,1.02,16.1,26.1,38.9,55.4,,,,
23,Good,5.8,13.9,-1.7,1028.3,51,0,16.1,10.6,22.2,-,,,,
22,Good,6.9,10.6,-1.7,1025,82,0,15.9,12.6,20.6,-,o,,,
37,Good,,,,,,,,,,,o,,,o
18,Good,5.4,8.9,3.3,1021.7,89,1.52,9.8,16.7,25.9,-,o,,,o
13,Good,5.3,7.2,3,1018,91,12.7,11.3,16.1,25.9,37,o,,,o
38,Good,5.4,9.4,0,1018.2,89,0.76,15,7.4,18.3,-,o,,,
30,Good,,,,,,,,,,,o,,o,o
25,Good,,,,,,,,,,,,,,
34,Good,0.6,7.2,-6.1,1027.5,52,0,16.1,8.7,22.2,-,,,,
28,Good,4,7.2,-6.1,1027.2,77,0,16.1,5.7,16.5,-,o,,,
27,Good,5.7,7.2,1.1,1024.1,88,0,16.1,11.5,22.2,-,o,,,
32,Good,,,,,,,,,,,o,,,
22,Good,,,,,,,,,,,,,,
17,Good,,,,,,,,,,,o,,,
29,Good,5,11.7,-1.1,1027.8,62,0,16.1,7.6,24.1,-,,,,
30,Good,13.2,22.2,7.2,1023.7,62,0,16.1,13.7,25.9,40.7,,,,
20,Good,19.6,25.6,16.1,1016.2,68,0,16.1,25.2,38.9,57.6,o,,o,
16,Good,,,,,,,,,,,,,,
18,Good,,,,,,,,,,,,,,
25,Good,,,,,,,,,,,o,,,
28,Good,5.4,11.1,-0.6,1029.3,67,4.06,16.1,13.3,22.2,-,,,,
8,Good,11.4,16.1,5,1011.6,90,11.43,13,19.8,35.2,51.9,o,,,
18,Good,,,,,,,,,,,o,,,
10,Good,,,,,,,,,,,,,,
21,Good,,,,,,,,,,,,,,
33,Good,15.4,21.7,11,1017.1,57,0,15.6,18.7,25.9,37,o,,o,
25,Good,7.8,10,5,1020.1,71,11.43,13.8,24.8,33.5,50,o,,o,
15,Good,5.9,10,1.7,1030.2,56,2.54,16.1,17.8,25.9,35.2,,,,
18,Good,,,,,,,,,,,,,,
25,Good,,,,,,,,,,,,,,
41,Good,,,,,,,,,,,,,,
23,Good,15.7,25,8.3,1010.9,68,0,15.3,20.2,40.7,70.6,o,,,
17,Good,5.6,8.9,1.1,1024,46,0,16.1,22.8,35.2,59.4,,,,
17,Good,6.3,9.4,1.1,1024.1,73,0,12.2,19.4,31.7,44.6,o,,,
26,Good,11.6,20,2.8,1021.2,57,19.56,15.1,19.1,42.4,55.4,,,,
55,Moderate,,,,,,,,,,,,,,
19,Good,,,,,,,,,,,o,,,
32,Good,,,,,,,,,,,o,,,
28,Good,9.3,10.6,7.2,1024.4,99,0,1.9,2.2,7.6,-,,,,o
13,Good,20,28.3,5.6,1015.5,72,0,16.1,19.4,27.8,42.4,,,,
27,Good,19.7,28.3,14.4,1006.3,85,21.34,14.3,14.6,50,70.6,o,,o,
25,Good,,,,,,,,,,,,,,
19,Good,,,,,,,,,,,,,,
36,Good,,,,,,,,,,,,,,
15,Good,19.2,24.4,15.6,1019.7,88,0,14.3,12.8,24.1,38.9,o,,o,
13,Good,21.8,27,17.2,1012.3,87,52.58,15.3,14.4,27.8,44.6,o,,,
32,Good,20.9,26.7,15,1003.8,58,21.08,15.4,30.2,72.2,96.5,o,,o,
15,Good,,,,,,,,,,,,,,
33,Good,,,,,,,,,,,,,,
43,Good,,,,,,,,,,,,,,
18,Good,22.1,27.2,14.4,1010.7,74,0,16.1,21.7,31.7,59.4,,,,
28,Good,19.7,25.6,17.2,1006.9,69,32,14.2,22.8,51.9,75.9,o,,o,
16,Good,15.1,21.7,10.6,1014.3,65,19.3,16.1,11.9,24.1,37,,,,
23,Good,,,,,,,,,,,,,,
23,Good,,,,,,,,,,,,,,
41,Good,,,,,,,,,,,,,,
42,Good,21.1,30,15.6,1010.9,75,0,16.1,10.2,14.8,-,,,,
36,Good,19.6,30,14.4,1005.9,81,0,14.8,15.2,57.6,81.7,o,,o,o
25,Good,15.9,25,10,1008.6,54,40.89,16.1,21.5,31.7,51.9,o,,,
40,Good,,,,,,,,,,,o,,,
21,Good,,,,,,,,,,,,,,
48,Good,,,,,,,,,,,,,,
40,Good,22.4,29.4,12.2,1024.3,75,0,16.1,9.3,24.1,-,,,,
34,Good,24.2,30,16.1,1021.9,62,0,16.1,20.7,29.4,38.9,,,,
26,Good,23.4,30,18.3,1018,70,0,16.1,17,24.1,31.7,,,,
19,Good,,,,,,,,,,,,,,
18,Good,,,,,,,,,,,o,,o,o
13,Good,,,,,,,,,,,o,,,
20,Good,13.9,15,13.3,1020.1,92,0,16.1,3.7,9.4,-,,,,
20,Good,20.1,27.2,11.1,1020.9,71,0.25,16.1,10.2,20.6,-,,,,
18,Good,21.1,27.2,14.4,1021.7,74,0,16.1,13.5,25.9,35.2,,,,
19,Good,,,,,,,,,,,o,,,
25,Good,,,,,,,,,,,o,,o,o
22,Good,,,,,,,,,,,o,,o,
10,Good,15.9,26.7,13.9,1006.9,90,4.06,12.6,13.9,29.4,-,o,,,
17,Good,14.1,18.3,10,1010.8,82,0.76,15.6,7.6,31.7,61.1,o,,,
22,Good,15.7,21.1,10,1014.8,54,2.79,16.1,15.7,25.9,44.6,,,,
35,Good,,,,,,,,,,,,,,
44,Good,,,,,,,,,,,,,,
37,Good,,,,,,,,,,,o,,o,
54,Moderate,24,30,18.9,1017.1,80,0,14,12,22.2,-,,,,
45,Good,26.2,31.7,18.3,1014.3,62,0,16.1,20.7,31.7,37,,,,
38,Good,22.5,31.7,20,1014,67,1.27,16.1,15,29.4,38.9,o,,,
15,Good,,,,,,,,,,,,,,
16,Good,,,,,,,,,,,,,,
51,Moderate,,,,,,,,,,,,,,
19,Good,21.9,30.6,17.8,1020.5,71,0,16.1,12.4,22.2,31.7,,,,
35,Good,26.3,33.3,17.8,1017,69,0,16.1,16.7,29.4,33.5,,,,
36,Good,25,33.3,21.1,1013.2,75,0,16.1,12,22.2,-,,,,
45,Good,,,,,,,,,,,o,,o,
56,Moderate,,,,,,,,,,,,,,
39,Good,,,,,,,,,,,,,,
28,Good,24.4,35.6,20,1009.4,72,4.32,15.6,13.1,40.7,72.2,o,,o,
26,Good,21.5,28.3,17.8,1009.4,83,8.64,15.6,9.6,18.3,-,o,,o,
43,Good,23.1,30,17.2,1009.2,70,0.76,16.1,10.7,24.1,27.8,o,,o,
45,Good,22.4,30,17.2,1012.4,60,0.51,16.1,15.6,25.9,35.2,,,,
10,Good,,,,,,,,,,,,,,
38,Good,,,,,,,,,,,o,,o,
52,Moderate,,,,,,,,,,,o,,o,o
42,Good,23.3,31.7,21.7,1010.5,90,35.56,14.2,7.6,18.3,-,o,,o,
36,Good,21.6,26.7,20.6,1014.9,95,17.02,8.9,15.4,25.9,37,o,,,
19,Good,23,26.1,20.6,1016.8,90,3.56,15.1,19.3,25.9,37,o,,,
18,Good,,,,,,,,,,,o,,o,
24,Good,,,,,,,,,,,o,,,
12,Good,,,,,,,,,,,,,,
13,Good,22.8,26.7,13.9,1010.4,82,2.79,15,16.5,27.8,38.9,o,,,
25,Good,20.7,26.7,15,1016.8,53,0.51,16.1,14.3,24.1,37,,,,
25,Good,20.7,27.8,12.2,1021.9,55,0,16.1,11.5,25.9,37,,,,
28,Good,,,,,,,,,,,,,,
46,Good,,,,,,,,,,,o,,o,
30,Good,,,,,,,,,,,o,,o,
23,Good,25.3,32.2,22.2,1010.9,84,2.54,16.1,9.3,37,55.4,o,,o,o
35,Good,26.3,32.8,21.1,1005.4,78,17.53,15.8,20,53.5,70.6,o,,o,o
29,Good,24.3,32.8,21.1,1006.3,66,10.92,16.1,24.1,35.2,50,,,,
23,Good,,,,,,,,,,,,,,
30,Good,,,,,,,,,,,,,,
29,Good,,,,,,,,,,,,,,
36,Good,26.9,31.1,16.7,1011.4,71,0,16.1,15.9,29.4,44.6,,,,
37,Good,26.4,31.1,22.2,1017.1,61,0,16.1,10,22.2,-,,,,
42,Good,26.7,33.3,21.1,1020.5,61,0,16.1,8.1,16.5,-,,,,
52,Moderate,,,,,,,,,,,o,,o,
53,Moderate,,,,,,,,,,,,,,
38,Good,,,,,,,,,,,o,,o,
22,Good,24.8,33.9,21.1,1013.2,68,4.57,16.1,11.9,22.2,29.4,,,,
37,Good,25.4,32.8,17.8,1013.7,63,0,16.1,9.1,18.3,-,,,,
46,Good,28.2,33.9,17.8,1011.7,67,0,16.1,10.7,16.5,-,,,,
36,Good,,,,,,,,,,,o,,o,
31,Good,,,,,,,,,,,o,,o,
24,Good,24.9,31.7,22.8,1011.1,88,54.36,15,10.2,24.1,38.9,o,,o,
23,Good,24.6,27.2,21.7,1016.8,68,18.8,16.1,15.4,22.2,33.5,,,,
17,Good,,,,,,,,,,,,,,
29,Good,,,,,,,,,,,,,,
24,Good,,,,,,,,,,,o,,o,
35,Good,27.3,31.7,22.2,1013.9,74,0,16.1,8.5,20.6,-,o,,o,
51,Moderate,27.8,33.3,22.8,1015.9,76,0,15.8,7.2,14.8,-,,,,o
40,Good,28,33.3,22.8,1017.2,69,0,16.1,8.9,14.8,-,,,,
43,Good,,,,,,,,,,,o,,o,
57,Moderate,,,,,,,,,,,o,,o,
51,Moderate,30,35,23.9,1013.6,73,0,16.1,11.3,24.1,38.9,o,,o,
38,Good,30.4,35.6,25,1012.7,67,0.76,16.1,14.6,22.2,-,,,,
21,Good,,,,,,,,,,,o,,o,
23,Good,,,,,,,,,,,o,,,
26,Good,23.7,28.3,19.4,1018.1,68,1.27,16.1,11.9,20.6,-,,,,
37,Good,23.3,28.3,18.9,1023.5,76,0,16.1,6.9,14.8,-,,,,
33,Good,23.3,28.9,16.7,1024.6,73,0,15.9,6.5,16.5,-,,,,o
38,Good,,,,,,,,,,,,,,o
39,Good,,,,,,,,,,,,,,
33,Good,,,,,,,,,,,,,,
30,Good,26.9,32.2,20,1017.4,71,0,16.1,14.1,20.6,-,,,,
32,Good,24.6,32.2,20.6,1018.2,80,24.89,15.1,9.4,29.4,48.2,o,,o,
21,Good,24.1,29.4,20.6,1018.8,86,29.72,15.3,8,14.8,33.5,o,,o,
22,Good,24.7,28.3,21.1,1016.5,81,0,15.9,4.4,13,-,,,,o
24,Good,,,,,,,,,,,o,,o,
20,Good,,,,,,,,,,,o,,,
23,Good,,,,,,,,,,,o,,,
31,Good,25.6,31.7,20,1011.3,80,0,15,14.1,40.7,53.5,o,,o,
32,Good,25,32.2,20,1009.3,81,20.83,16.1,9.8,18.3,-,,,,
41,Good,26.1,32.2,20.6,1009.5,70,0,16.1,9.8,18.3,-,o,,o,
33,Good,,,,,,,,,,,,,,
31,Good,,,,,,,,,,,,,,
37,Good,,,,,,,,,,,,,,
35,Good,26.6,31.7,18.9,1012.2,73,0,16.1,14.6,25.9,33.5,o,,o,
28,Good,26.4,32.2,21.7,1009.5,78,0,15.1,10.9,46.5,61.1,o,,o,
23,Good,,,,,,,,,,,,,,
16,Good,,,,,,,,,,,,,,
20,Good,,,,,,,,,,,o,,o,
38,Good,27.4,33.9,22.2,1016.1,80,0,16.1,8.7,22.2,31.7,o,,o,
37,Good,27.9,33.9,22.8,1017.9,69,8.13,16.1,12.4,16.5,-,o,,o,
24,Good,25.7,33.3,22.2,1016.7,83,1.02,16.1,11.9,44.6,55.4,o,,o,
35,Good,,,,,,,,,,,o,,o,
29,Good,,,,,,,,,,,o,,o,o
23,Good,,,,,,,,,,,o,,o,
16,Good,22.6,25.6,20.6,1019.4,69,0,16.1,21.1,27.8,40.7,o,,,
20,Good,21.7,25.6,20,1018.3,84,0.25,14.3,23.3,33.5,48.2,o,,,
18,Good,22.4,25.6,20,1016,87,0.25,14.2,17,22.2,33.5,o,,,
20,Good,,,,,,,,,,,o,,,
27,Good,,,,,,,,,,,,,,
32,Good,,,,,,,,,,,,,,
35,Good,23.8,30,17.2,1021.3,69,0,16.1,7.4,14.8,-,,,,o
25,Good,24,30,17.2,1022.8,81,0,16.1,11.5,24.1,-,,,,
22,Good,25.7,29.4,19.4,1018.2,81,0.25,15.9,9.8,18.3,-,,,,
26,Good,24.6,30,20,1015.9,84,0,16.1,8.1,18.3,-,,,,
20,Good,,,,,,,,,,,,,,
33,Good,,,,,,,,,,,o,,,
20,Good,,,,,,,,,,,o,,,
28,Good,21.7,27.8,17.8,1011.5,81,50.55,15.8,8.1,24.1,-,,,,
25,Good,23.3,29.4,17.8,1016.1,87,0,15.8,5.7,20.6,-,o,,o,
30,Good,23.9,29.4,18.9,1020,89,1.02,16.1,9.8,16.5,-,,,,
16,Good,,,,,,,,,,,,,,
22,Good,,,,,,,,,,,,,,
51,Moderate,,,,,,,,,,,,,,
25,Good,23.7,33.3,21.7,1023.1,84,9.14,15.6,17.8,27.8,42.4,o,,o,
23,Good,23.8,27.8,21.1,1024.5,80,0,15.9,13.5,22.2,29.4,,,,
22,Good,24,28.3,21.1,1020.7,84,0,15.9,5.6,13,-,,,,o
20,Good,,,,,,,,,,,,,,
25,Good,,,,,,,,,,,,,,
16,Good,,,,,,,,,,,,,,
14,Good,19.3,24.4,17.2,1024.1,57,0,16.1,18.5,24.1,46.5,,,,
13,Good,17.1,22.8,10.6,1025.6,69,0,16.1,5.6,13,-,,,,
30,Good,19.6,28.3,10.6,1024.5,70,0,15.6,6.9,14.8,-,,,,
39,Good,,,,,,,,,,,,,,
35,Good,,,,,,,,,,,,,,
31,Good,,,,,,,,,,,,,,
20,Good,20.5,27.8,15,1013.2,66,0,16.1,6.3,18.3,-,,,,
28,Good,24.2,31.7,20,1016.6,69,0,16.1,16.9,22.2,-,,,,
35,Good,,,,,,,,,,,,,,
49,Good,,,,,,,,,,,,,,
29,Good,,,,,,,,,,,,,,
19,Good,22.1,26.1,17.2,1020.2,72,0,16.1,7.6,14.8,-,,,,
50,Good,25.1,33.9,18.9,1014.6,68,0,16.1,10.7,18.3,27.8,,,,
65,Moderate,25.7,34.4,18.3,1013.7,81,0,15.9,11.9,18.3,-,,,,
48,Good,,,,,,,,,,,,,,
9,Good,,,,,,,,,,,,,,
18,Good,,,,,,,,,,,,,,
10,Good,22.4,27.8,16.7,1021.4,73,0,16.1,10.6,22.2,35.2,,,,
18,Good,20.5,27.8,16.7,1017.2,88,1.27,11.1,19.1,33.5,44.6,o,,,
20,Good,17.7,22.2,17.2,1019.2,84,3.3,15,23.2,27.8,42.4,o,,,
13,Good,,,,,,,,,,,o,,,
13,Good,,,,,,,,,,,,,,
31,Good,,,,,,,,,,,,,,
30,Good,20,26.7,8.9,1016.6,77,0,15,6.5,18.3,-,o,,,o
34,Good,19.6,26.7,13.9,1015.8,88,8.38,15.8,11.5,18.3,-,o,,,
35,Good,16.7,22.8,10,1018.9,89,0,10.6,7.2,16.5,-,,,,o
23,Good,,,,,,,,,,,o,,,o
12,Good,,,,,,,,,,,,,,
23,Good,,,,,,,,,,,,,,
23,Good,11.9,20,5.6,1018.3,69,0,16.1,6.5,14.8,-,,,,
8,Good,18.8,22.8,15,1010.4,89,6.1,10.3,17.4,35.2,48.2,o,,,
19,Good,15.4,22.8,14.4,1014.8,90,35.31,13.2,22.4,40.7,59.4,o,,,
9,Good,,,,,,,,,,,o,,,
27,Good,,,,,,,,,,,o,,,
34,Good,,,,,,,,,,,,,,
21,Good,16,22.8,7.2,1025.1,78,0,16.1,3.5,14.8,-,,,,
28,Good,17,23.3,11.1,1021.9,84,0,16.1,7.4,20.6,-,,,,
21,Good,22.6,28.3,12.8,1014.3,87,0,15.4,16.9,38.9,48.2,o,,o,
23,Good,,,,,,,,,,,,,,o
10,Good,,,,,,,,,,,,,,
20,Good,,,,,,,,,,,o,,,
10,Good,23.1,28.3,13.3,1015,80,0,16.1,18.9,38.9,55.4,,,,
25,Good,14.2,28.3,7.2,1018.2,61,10.67,15.6,20.6,42.4,90.7,o,,o,
52,Moderate,9,14.4,4.4,1022.3,72,0,16.1,5.6,14.8,-,,,,
43,Good,9.9,15,3.9,1021.4,58,0,16.1,9.6,27.8,38.9,,,,
25,Good,,,,,,,,,,,,,,
34,Good,,,,,,,,,,,o,,,
36,Good,,,,,,,,,,,o,,,o
30,Good,9.4,22.2,3.3,1024.6,81,0.25,16.1,3.9,20.6,-,o,,,
25,Good,10,22.2,3.3,1020.4,63,2.54,15.8,24.6,42.4,61.1,o,,,
16,Good,5.7,15.6,2.8,1025.7,57,0,16.1,13.1,25.9,40.7,,,,
38,Good,,,,,,,,,,,,,,
44,Good,,,,,,,,,,,,,,
27,Good,,,,,,,,,,,o,o,,
18,Good,1.5,3.9,-2.2,1026.6,62,8.13,15.9,20.6,38.9,61.1,,o,,
35,Good,2.9,10,-3.3,1029.3,77,0,16.1,4.1,11.1,-,,,,
30,Good,8.8,10.6,7.2,1023.4,90,5.59,11.1,13.5,24.1,44.6,o,,,
33,Good,,,,,,,,,,,o,,,
20,Good,,,,,,,,,,,o,,,
20,Good,,,,,,,,,,,o,,,
46,Good,7.9,10,6.1,1009.9,90,0,13.7,6.9,16.5,-,o,,,
49,Good,7.8,12.2,3.3,1015,79,0,13.7,10.6,25.9,35.2,,,,
42,Good,8.1,12.2,3.3,1023.4,66,0,16.1,13.1,24.1,-,,,,
47,Good,,,,,,,,,,,,,,
17,Good,,,,,,,,,,,o,,,
16,Good,,,,,,,,,,,o,,,
31,Good,7.3,16.1,-0.6,1011.1,65,0,16.1,8.1,18.3,-,,,,
40,Good,10.3,19.4,-0.6,1016.8,73,0,16.1,6.9,24.1,31.7,,,,
35,Good,12.8,16.1,10.6,1015.9,81,2.29,15.4,13.9,27.8,44.6,o,,,
22,Good,,,,,,,,,,,,,,
25,Good,,,,,,,,,,,,,,
36,Good,,,,,,,,,,,,,,
18,Good,10,17.2,2.8,1005.9,89,0.51,12.4,13.1,27.8,44.6,o,,,
20,Good,8.5,16.1,5,1000.6,84,4.57,15.3,18.7,40.7,53.5,o,,,
9,Good,6.8,10.6,3.3,1005.9,65,0,16.1,16.3,31.7,44.6,o,,,
20,Good,,,,,,,,,,,,,,
24,Good,,,,,,,,,,,,,,
41,Good,,,,,,,,,,,,,,
30,Good,6.9,13.3,-2.8,1025.6,61,0,16.1,13.9,20.6,35.2,,,,
17,Good,6.3,11.7,-1.1,1030.7,69,0,16.1,13,25.9,31.7,,,,
5,Good,14,18.9,1.1,1020.4,89,11.43,11.6,13,24.1,35.2,o,,,o
35,Good,,,,,,,,,,,o,,,
23,Good,,,,,,,,,,,o,o,,
25,Good,,,,,,,,,,,,,,
6,Good,10.3,13.9,-1.7,1025.2,89,0,10.9,14.6,22.2,-,o,,,o
12,Good,12.1,15.6,8.3,1000.5,94,23.62,8.7,12,29.4,42.4,o,,,o
26,Good,9.2,15.6,3.3,1012.7,62,1.78,16.1,16.9,31.7,42.4,,,,
33,Good,,,,,,,,,,,,,,
24,Good,,,,,,,,,,,o,,,
16,Good,,,,,,,,,,,o,,,
48,Good,0.6,8.3,-2.2,1027.4,50,0,16.1,20.7,35.2,50,,,,
57,Moderate,0.3,7.8,-5,1033.9,60,0,16.1,6.3,14.8,-,,,,
38,Good,2.8,7.8,-5,1034.9,74,0,16.1,8.1,11.1,-,,,,
64,Moderate,,,,,,,,,,,,,,o
69,Moderate,,,,,,,,,,,,,,
55,Moderate,,,,,,,,,,,,,,
27,Good,7.9,13.3,3.9,1020.8,82,0,16.1,11.3,20.6,-,,,,
58,Moderate,6,15.6,-0.6,1023.9,89,0,8.9,4.8,13,-,,,,o
23,Good,8.1,17.2,-0.6,1025,90,0,7.1,2.8,11.1,-,,,,o
52,Moderate,,,,,,,,,,,,,,o
44,Good,,,,,,,,,,,o,,,o
24,Good,,,,,,,,,,,o,,,
22,Good,10.3,23.9,5,1006.6,70,1.27,12.1,9.1,22.2,-,,,,o
16,Good,6.9,15,0.6,1010.3,57,0,16.1,12.2,25.9,29.4,,,,
15,Good,7.2,15,0.6,1016.5,61,0,16.1,11.9,29.4,38.9,,,,
28,Good,11.6,15.6,1.1,1013.5,75,0.76,15,14.6,24.1,35.2,o,,,
16,Good,,,,,,,,,,,o,,,
13,Good,,,,,,,,,,,o,,,
20,Good,,,,,,,,,,,,,,
32,Good,5.3,14.4,-1.1,1016.7,78,3.05,15.3,8.7,37,57.6,o,,,
20,Good,5.3,14.4,-1.1,1020.8,56,0,16.1,19.4,37,55.4,,,,
19,Good,2.8,12.2,-1.1,1037.1,60,0,16.1,12,22.2,-,,,,
23,Good,,,,,,,,,,,,,,
34,Good,,,,,,,,,,,o,,,
37,Good,16.5,22.2,12.2,1026.9,93,0,13.5,8.5,20.6,-,o,,,o
11,Good,12.6,20.6,10.6,1024.8,97,26.42,7.4,9.6,18.3,-,o,,o,o
30,Good,10.9,18.3,7.2,1022.3,89,18.29,10.8,7.4,18.3,-,,,,o
27,Good,,,,,,,,,,,,,,
14,Good,,,,,,,,,,,,,,
9,Good,,,,,,,,,,,,,,
25,Good,11.1,13.9,-2.8,1011.9,76,1.52,14.8,21.9,31.7,46.5,o,,,
23,Good,-0.1,3.3,-2.2,1023.7,56,0.51,15.8,27.4,37,48.2,,o,,
18,Good,-1,1.7,-2.8,1029.7,54,0,16.1,21.5,27.8,40.7,,,,
24,Good,,,,,,,,,,,,,,
33,Good,,,,,,,,,,,,,,
15,Good,,,,,,,,,,,,,,
